,;gram;pu;P;1
inge-;nom;;VCCV-;234104
ingês;nom;;VCCVC;234109
ingle;nom;;VCCCV;234113
inhos;nom;;VCCVC;234147
ínimo;nom;;VCVCV;234194
inven;nom;;VCCVC;235451
inves;nom;;VCCVC;235500
iodes;nom;;VVCVC;235600
iogue;nom;;VVCVV;235602
ioiôs;nom;;VVVVC;235604
ipons;nom;;VCVCC;235624
ipsum;nom;;VCCVC;235627
irnes;nom;;VCCVC;235680
iroco;adj;;VCVCV;235681
islão;nom;;VCCVV;235822
issue;nom;;VCCVV;235885
istas;nom;;VCCVC;235888
iuris;adj;;VVCVC;235971
iveis;adj;;VCVVC;235976
ivete;nom;;VCVCV;235984
ivros;nom;;VCCVC;235987
ivsta;nom;;VCCCV;235988
izona;nom;;VCVCV;235994
jacks;nom;;CVCCC;236018
jadas;adj;;CVCVC;236028
jágas;nom;;CVCVC;236032
jamun;nom;;CVCVC;236058
janot;nom;;CVCVC;236072
jante;nom;;CVCCV;236090
japão;adj;;CVCVV;236094
japim;nom;;CVCVC;236095
jaspe;nom;;CVCCV;236134
jassa;adj;;CVCCV;236137
jazer;ver;;CVCVC;236151
jeeps;nom;;CVVCC;236177
jefes;nom;;CVCVC;236178
jeová;adj;;CVVCV;236194
jesus;nom;;CVCVC;236206
jeune;nom;;CVVCV;236215
jilós;nom;;CVCVC;236222
jitsu;nom;;CVCCV;236233
jocus;nom;;CVCVC;236251
johns;nom;;CVCCC;236299
joiás;nom;;CVVVC;236301
jolie;nom;;CVCVV;236307
jolly;nom;;CVCCV;236308
jomal;nom;;CVCVC;236309
jônio;adj;;CVCVV;236313
jotas;nom;;CVCVC;236350
jouer;nom;;CVVVC;236351
jouir;ver;;CVVVC;236352
joyce;nom;;CVVCV;236363
jubas;nom;;CVCVC;236373
juega;adj;;CVVCV;236405
jugar;adj;;CVCVC;236409
juicy;nom;;CVVCV;236416
juive;nom;;CVVCV;236419
julhe;nom;;CVCCV;236469
julio;adj;;CVCVV;236474
julio;nom;;CVCVV;236475
jundo;nom;;CVCCV;236486
jusqu;nom;;CVCCV;236585
jutaí;nom;;CVCVV;236628
jutos;adj;;CVCVC;236630
jutos;nom;;CVCVC;236631
juvat;nom;;CVCVC;236632
kaaba;nom;;CVVCV;236645
kabyé;nom;;CVCVV;236649
kafta;adj;;CVCCV;236655
kahvé;nom;;CVCCV;236658
kaiwá;nom;;CVVCV;236667
kanes;nom;;CVCVC;236683
karen;adj;;CVCVC;236695
karib;nom;;CVCVC;236697
kasba;nom;;CVCCV;236704
katia;nom;;CVCVV;236710
katso;nom;;CVCCV;236715
kavak;nom;;CVCVC;236717
kebab;nom;;CVCVC;236724
kecap;nom;;CVCVC;236725
kempô;nom;;CVCCV;236734
kendô;nom;;CVCCV;236736
kerka;nom;;CVCCV;236739
ketos;adj;;CVCVC;236745
khadj;nom;;CCVCC;236748
khané;nom;;CCVCV;236751
khata;nom;;CCVCV;236752
khmer;adj;;CCCVC;236755
kibon;nom;;CVCVC;236762
kilin;nom;;CVCVC;236769
kléos;nom;;CCVVC;236820
knapp;nom;;CCVCC;236824
knots;nom;;CCVCC;236829
kodak;nom;;CVCVC;236834
kombu;nom;;CVCCV;236837
kraôs;nom;;CCVVC;236847
kumon;nom;;CVCVC;236870
kungs;nom;;CVCCC;236871
kytos;nom;;CVCVC;236880
l-282;nom;;C-NNN;236890
l-292;nom;;C-NNN;236891
láááá;nom;;CVVVV;236968
labéu;nom;;CVCVV;236973
la-de;gram;pers+prp;CV-CV;237040
la-do;gram;pers+prp+det;CV-CV;237048
ladoa;nom;;CVCVV;237049
ladoo;nom;;CVCVV;237054
la-em;gram;pers+prp;CV-VC;237067
lagum;nom;;CVCVC;237081
la-ia;gram;pers+v;CV-VV;237083
laios;nom;;CVVVC;237088
lambs;nom;;CVCCC;237131
lambú;nom;;CVCCV;237132
lamês;nom;;CVCVC;237157
lamma;nom;;CVCCV;237167
lanca;nom;;CVCCV;237186
lapão;adj;;CVCVV;237256
lapas;nom;;CVCVC;237258
lapim;nom;;CVCVC;237266
lapin;nom;;CVCVC;237267
lapis;adj;;CVCVC;237270
lardo;nom;;CVCCV;237293
latéx;nom;;CVCVC;237361
laugh;nom;;CVVCC;237400
lavor;nom;;CVCVC;237435
laxis;nom;;CVCVC;237453
lcais;nom;;CCVVC;237466
ldade;nom;;CCVCV;237470
lease;nom;;CVVCV;237483
leere;nom;;CVVCV;237515
legge;nom;;CVCCV;237534
legos;nom;;CVCVC;237561
legre;nom;;CVCCV;237562
lei..;nom;;CVVPP;237571
leias;nom;;CVVVC;237574
leica;adj;;CVVCV;237577
leira;nom;;CVVCV;237587
leis4;nom;;CVVCN;237590
lejos;adj;;CVCVC;237623
lejos;nom;;CVCVC;237624
lemon;nom;;CVCVC;237658
lente;adv;;CVCCV;237681
leoas;nom;;CVVVC;237685
létat;nom;;CVCVC;237745
léthé;nom;;CVCCV;237749
leval;adj;;CVCVC;237778
level;nom;;CVCVC;237836
lezar;nom;;CVCVC;237869
lguns;nom;;CCVCC;237873
licão;nom;;CVCVV;237966
licas;nom;;CVCVC;237968
licel;nom;;CVCVC;237969
lício;adj;;CVCVV;237983
licro;nom;;CVCCV;237993
liegt;nom;;CVVCC;238027
ligth;nom;;CVCCC;238064
liked;nom;;CVCVC;238079
lilia;nom;;CVCVV;238081
limen;nom;;CVCVC;238092
límen;nom;;CVCVC;238093
limia;nom;;CVCVV;238099
limit;nom;;CVCVC;238102
linas;nom;;CVCVC;238140
lines;adj;;CVCVC;238159
lipos;nom;;CVCVC;238233
lirio;nom;;CVCVV;238278
lisar;ver;;CVCVC;238283
litar;nom;;CVCVC;238327
litas;nom;;CVCVC;238328
litis;nom;;CVCVC;238354
litle;nom;;CVCCV;238357
liver;nom;;CVCVC;238377
lívia;nom;;CVCVV;238378
lixia;nom;;CVCVV;238441
l-l26;nom;;C-CNN;238449
l-l57;nom;;C-CNN;238453
lleva;adj;;CCVCV;238469
llh40;nom;;CCCNN;238477
lobão;nom;;CVCVV;238492
locks;nom;;CVCCC;238547
lóeil;adj;;CVVVC;238569
loess;nom;;CVVCC;238571
lofts;nom;;CVCCC;238572
logic;nom;;CVCVC;238577
lóica;adj;;CVVCV;238608
lomba;nom;;CVCCV;238632
londe;nom;;CVCCV;238640
loner;nom;;CVCVC;238641
looon;nom;;CVVVC;238672
loops;nom;;CVVCC;238673
lopes;nom;;CVCVC;238678
loser;nom;;CVCVC;238701
lotor;nom;;CVCVC;238714
louis;adj;;CVVVC;238720
lower;ver;;CVCVC;238756
lõyly;nom;;CVVCV;238759
lrgal;adj;;CCCVC;238761
lsaac;nom;;CCVVC;238762
luces;nom;;CVCVC;238788
lucia;nom;;CVCVV;238791
lucid;nom;;CVCVC;238794
lúcio;nom;;CVCVV;238801
ludos;nom;;CVCVC;238825
luego;nom;;CVVCV;238827
luein;nom;;CVVVC;238829
luere;nom;;CVVCV;238831
lufos;nom;;CVCVC;238832
luger;nom;;CVCVC;238841
lugol;nom;;CVCVC;238842
lumes;nom;;CVCVC;238856
lunar;nom;;CVCVC;238875
lunas;adj;;CVCVC;238876
lunho;nom;;CVCCV;238883
lurch;nom;;CVCCC;238889
lusas;adj;;CVCVC;238892
lusco;adj;;CVCCV;238893
luvro;nom;;CVCCV;238941
luxar;ver;;CVCVC;238943
luz70;nom;;CVCNN;238954
luz78;nom;;CVCNN;238955
macha;adj;;CVCCV;239030
macrô;adj;;CVCCV;239085
mades;nom;;CVCVC;239147
mágia;nom;;CVCVV;239208
maiô-;nom;;CVVV-;239281
majoí;nom;;CVCVV;239333
makah;nom;;CVCVC;239343
malês;nom;;CVCVC;239449
malis;adj;;CVCVC;239501
malls;nom;;CVCCC;239505
malna;adj;;CVCCV;239507
malos;nom;;CVCVC;239514
malva;adj;;CVCCV;239577
má-má;adj;;CV-CV;239593
maman;nom;;CVCVC;239605
mambu;nom;;CVCCV;239613
manás;nom;;CVCVC;239638
manco;adj;;CVCCV;239668
mânes;nom;;CVCVC;239771
manés;nom;;CVCVC;239772
mange;nom;;CVCCV;239785
manhá;nom;;CVCCV;239804
manif;nom;;CVCVC;239820
manus;nom;;CVCVC;239941
maoir;ver;;CVVVC;239965
mão-y;nom;;CVV-V;239977
mapel;nom;;CVCVC;239994
mareo;adj;;CVCVV;240135
marin;nom;;CVCVC;240172
mariz;nom;;CVCVC;240195
marja;adj;;CVCCV;240196
marks;nom;;CVCCC;240206
maror;nom;;CVCVC;240232
marré;nom;;CVCCV;240244
masma;nom;;CVCCV;240342
massó;nom;;CVCCV;240388
matan;nom;;CVCVC;240447
mates;nom;;CVCVC;240509
matso;nom;;CVCCV;240562
mauro;adj;;CVVCV;240588
máxio;adj;;CVCVV;240608
mayas;nom;;CVVVC;240612
mayer;ver;;CVVVC;240614
mdida;nom;;CCVCV;240629
mebro;nom;;CVCCV;240639
medit;nom;;CVCVC;240771
meias;adv;;CVVVC;240953
meio7;nom;;CVVVN;240965
melho;adj;;CVCCV;241041
melho;nom;;CVCCV;241042
melku;nom;;CVCCV;241071
melos;nom;;CVCVC;241088
melôs;nom;;CVCVC;241089
meluq;nom;;CVCVC;241093
memdo;adj;;CVCCV;241112
mêmes;nom;;CVCVC;241115
memor;nom;;CVCVC;241119
memos;nom;;CVCVC;241136
memso;nom;;CVCCV;241138
menda;adj;;CVCCV;241162
mende;nom;;CVCCV;241164
menos;adj;;CVCVC;241217
meoda;nom;;CVVCV;241293
merda;adj;;CVCCV;241350
merge;nom;;CVCCV;241373
merós;adj;;CVCVC;241399
mesal;adj;;CVCVC;241404
mêsde;nom;;CVCCV;241420
mêses;nom;;CVCVC;241422
metad;nom;;CVCVC;241490
métdo;nom;;CVCCV;241571
meteo;adj;;CVCVV;241578
metí-;nom;;CVCV-;241596
metió;nom;;CVCVV;241606
metis;adj;;CVCVC;241607
métod;nom;;CVCVC;241610
métoo;nom;;CVCVV;241622
mhath;nom;;CCVCC;241683
mhsmo;adj;;CCCCV;241684
miaor;nom;;CVVVC;241689
micha;adj;;CVCCV;241702
midas;nom;;CVCVC;241848
migas;nom;;CVCVC;241870
might;nom;;CVCCC;241871
migre;nom;;CVCCV;241876
mihão;nom;;CVCVV;241881
mijos;nom;;CVCVC;241889
mil00;nom;;CVCNN;241891
milão;adj;;CVCVV;241898
miler;ver;;CVCVC;241907
mille;nom;;CVCCV;241965
mim-y;nom;;CVC-V;241998
min01;nom;;CVCNN;241999
min39;nom;;CVCNN;242008
min41;nom;;CVCNN;242010
minaz;adj;;CVCVC;242016
minha;nom;;CVCCV;242058
minué;nom;;CVCVV;242345
miojo;nom;;CVVCV;242366
mi-ra;gram;det;CV-CV;242379
misia;nom;;CVCVV;242429
misma;nom;;CVCCV;242431
missi;nom;;CVCCV;242443
misso;adj;;CVCCV;242450
mixer;nom;;CVCVC;242541
mixes;adj;;CVCVC;242542
m-l-k;nom;;C-C-C;242549
mmert;nom;;CCVCC;242551
mnais;nom;;CCVVC;242557
moçca;nom;;CVCCV;242610
modar;ver;;CVCVC;242624
moead;nom;;CVVVC;242719
moela;nom;;CVVCV;242731
moels;nom;;CVVCC;242733
moira;adj;;CVVCV;242759
molto;adj;;CVCCV;242836
momos;nom;;CVCVC;242852
monda;nom;;CVCCV;242863
monga;adj;;CVCCV;242878
monje;nom;;CVCCV;242893
monos;nom;;CVCVC;242961
monós;adj;;CVCVC;242962
monza;adj;;CVCCV;243030
mooch;nom;;CVVCC;243032
moods;nom;;CVVCC;243034
moran;nom;;CVCVC;243054
moreu;adj;;CVCVV;243099
morey;nom;;CVCVV;243100
morfé;nom;;CVCCV;243101
moria;nom;;CVCVV;243114
morib;nom;;CVCVC;243115
morós;nom;;CVCVC;243132
morph;nom;;CVCCC;243135
morrê;nom;;CVCCV;243141
mosta;adj;;CVCCV;243214
motal;adj;;CVCVC;243254
moter;ver;;CVCVC;243258
motra;adj;;CVCCV;243321
motto;nom;;CVCCV;243323
mouco;adj;;CVVCV;243326
moura;nom;;CVVCV;243328
mouta;nom;;CVVCV;243339
moved;nom;;CVCVC;243342
moyen;nom;;CVVVC;243381
msemo;adj;;CCVCV;243391
mtros;nom;;CCCVC;243395
mucos;nom;;CVCVC;243415
muçum;nom;;CVCVC;243424
mudan;nom;;CVCVC;243431
mudno;nom;;CVCCV;243456
mudoi;nom;;CVCVV;243457
muela;nom;;CVVCV;243459
mueve;nom;;CVVCV;243465
mugir;ver;;CVCVC;243473
muher;nom;;CVCVC;243475
mulás;nom;;CVCVC;243502
mules;nom;;CVCVC;243512
mulhé;nom;;CVCCV;243515
mulso;nom;;CVCCV;243546
munda;adj;;CVCCV;243689
múnus;nom;;CVCVC;243748
murça;nom;;CVCCV;243758
murgh;nom;;CVCCC;243769
musca;adj;;CVCCV;243804
musil;adj;;CVCVC;243838
musts;nom;;CVCCC;243848
mutio;nom;;CVCVV;243866
mutos;adj;;CVCVC;243874
mutos;nom;;CVCVC;243875
mythe;nom;;CVCCV;243890
nããão;adj;;CVVVV;243895
nacão;adj;;CVCVV;243911
nacão;nom;;CVCVV;243912
nació;nom;;CVCVV;243924
nadal;nom;;CVCVC;243967
nadas;gram;spec;CVCVC;243972
nadie;nom;;CVCVV;243978
nados;adj;;CVCVC;243983
nados;nom;;CVCVC;243984
nagôs;nom;;CVCVC;243991
naher;nom;;CVCVC;243993
naira;adj;;CVVCV;244002
naite;nom;;CVVCV;244003
naive;nom;;CVVCV;244004
não-a;gram;ec+pers;CVV-V;244048
não-a;gram;ec+prp;CVV-V;244049
não-a;nom;;CVV-V;244050
napas;nom;;CVCVC;244910
narco;adj;;CVCCV;244928
nasty;nom;;CVCCV;245012
natas;nom;;CVCVC;245017
nauta;nom;;CVVCV;245074
ndice;nom;;CCVCV;245119
ndras;adj;;CCCVC;245121
necas;adj;;CVCVC;245128
needs;nom;;CVVCC;245188
nefas;nom;;CVCVC;245193
nêgas;nom;;CVCVC;245219
nelel;nom;;CVCVC;245278
nella;adj;;CVCCV;245280
nella;nom;;CVCCV;245281
nenhm;nom;;CVCCC;245296
nenor;nom;;CVCVC;245302
neon-;nom;;CVVC-;245415
neons;nom;;CVVCC;245424
nergy;nom;;CVCCV;245477
nesaa;adj;;CVCVV;245492
neses;nom;;CVCVC;245497
nesta;adv;;CVCCV;245505
nests;nom;;CVCCC;245506
netas;adj;;CVCVC;245508
netto;adj;;CVCCV;245519
nevus;nom;;CVCVC;245594
nexo-;nom;;CVCV-;245599
nheng;nom;;CCVCC;245612
nhn82;nom;;CCCNN;245621
nibir;ver;;CVCVC;245628
nice-;nom;;CVCV-;245632
nicht;nom;;CVCCC;245634
nidor;nom;;CVCVC;245642
nimbo;nom;;CVCCV;245669
nímia;adj;;CVCVV;245671
nimis;adj;;CVCVC;245672
ninos;nom;;CVCVC;245691
nlure;nom;;CCVCV;245737
nnely;nom;;CCVCV;245743
nnome;nom;;CCVCV;245744
noçõe;nom;;CVCVV;245779
noéis;adj;;CVVVC;245788
noems;nom;;CVVCC;245791
nomar;ver;;CVCVC;245822
nome-;nom;;CVCV-;245824
nômos;adj;;CVCVC;245874
nômos;nom;;CVCVC;245875
nonas;adj;;CVCVC;245882
nonos;adj;;CVCVC;245890
nosas;adj;;CVCVC;245988
nosed;nom;;CVCVC;245993
notão;nom;;CVCVV;246026
noter;ver;;CVCVC;246036
notes;nom;;CVCVC;246037
notie;nom;;CVCVV;246046
nóvel;adj;;CVCVC;246094
noyse;nom;;CVVCV;246133
nsosa;nom;;CCVCV;246137
ntoas;nom;;CCVVC;246144
nubes;nom;;CVCVC;246151
núbil;adj;;CVCVC;246153
nucas;nom;;CVCVC;246160
núero;nom;;CVVCV;246193
nueva;adj;;CVVCV;246196
nuevo;nom;;CVVCV;246197
nugas;nom;;CVCVC;246200
numca;nom;;CVCCV;246216
nutum;nom;;CVCVC;246287
nuves;nom;;CVCVC;246292
nxero;adj;;CCVCV;246296
oao-3;nom;;VVV-N;246318
obese;nom;;VCVCV;246369
obife;nom;;VCVCV;246375
óbita;nom;;VCVCV;246378
obitê;nom;;VCVCV;246379
obra-;nom;;VCCV-;246449
obtdo;nom;;VCCCV;246597
ocapi;nom;;VCVCV;246626
ocial;adj;;VCVVC;246666
ocnta;nom;;VCCCV;246699
ocoló;nom;;VCVCV;246701
óculo;nom;;VCVCV;246754
odete;nom;;VCVCV;246802
ódica;adj;;VCVCV;246819
odiro;adj;;VCVCV;246831
oeils;nom;;VVVCC;246856
ofato;adj;;VCVCV;246877
ofato;nom;;VCVCV;246878
often;nom;;VCCVC;247002
ogene;nom;;VCVCV;247019
ógica;adj;;VCVCV;247020
ognum;nom;;VCCVC;247022
ogoni;nom;;VCVCV;247024
ogros;nom;;VCCVC;247027
oídos;nom;;VVCVC;247049
oînon;nom;;VVCVC;247064
oitão;adj;;VVCVV;247075
oitão;nom;;VVCVV;247076
oitoa;nom;;VVCVV;247088
ojeto;nom;;VCVCV;247094
okazu;nom;;VCVCV;247102
okyas;nom;;VCVVC;247106
olalá;adj;;VCVCV;247108
olhão;nom;;VCCVV;247134
olho-;nom;;VCCV-;247154
oligo;adj;;VCVCV;247171
oligo;nom;;VCVCV;247172
ollho;nom;;VCCCV;247196
omais;nom;;VCVVC;247215
ombre;nom;;VCCCV;247226
ombud;nom;;VCCVC;247234
omeio;nom;;VCVVV;247248
o-nal;nom;;V-CVC;247293
o-não;adv;;V-CVV;247296
onça-;nom;;VCCV-;247299
onduz;nom;;VCCVC;247330
ônica;nom;;VCVCV;247360
onome;nom;;VCVCV;247374
onsen;nom;;VCCVC;247382
onten;nom;;VCCVC;247388
onter;nom;;VCCVC;247390
ontos;nom;;VCCVC;247399
ontto;nom;;VCCCV;247401
onze-;num;;VCCV-;247408
opada;adj;;VCVCV;247423
opçõs;nom;;VCCVC;247439
opéra;adj;;VCVCV;247443
opior;nom;;VCVVC;247519
opoio;nom;;VCVVV;247528
opsdb;nom;;VCCCC;247584
optpu;nom;;VCCCV;247603
o-que;gram;ec+spec;V-CVV;247612
orças;nom;;VCCVC;247645
ordre;nom;;VCCCV;247688
oreal;adj;;VCVVC;247694
orfãs;adj;;VCCVC;247713
organ;nom;;VCCVC;247718
órgào;nom;;VCCVV;247760
orges;nom;;VCCVC;247768
origo;nom;;VCVCV;247834
orior;nom;;VCVVC;247837
oriya;adj;;VCVVV;247843
oroxy;nom;;VCVCV;247878
ortho;adj;;VCCCV;247893
óscar;nom;;VCCVC;247923
oscár;nom;;VCCVC;247924
ossão;adj;;VCCVV;247987
oster;ver;;VCCVC;248020
ostro;adj;;VCCCV;248031
other;ver;;VCCVC;248052
ótimo;nom;;VCVCV;248068
otium;nom;;VCVVC;248069
otras;adj;;VCCVC;248081
ought;nom;;VVCCC;248100
oujêi;nom;;VVCVV;248101
oulas;nom;;VVCVC;248102
oúlas;adj;;VVCVC;248103
óusht;nom;;VVCCC;248136
outão;nom;;VVCVV;248137
outer;nom;;VVCVC;248143
outrs;nom;;VVCCC;248176
ouuma;adj;;VVVCV;248189
ouve1;nom;;VVCVN;248191
ovéns;nom;;VCVCC;248235
overs;nom;;VCVCC;248253
òxodo;nom;;VCVCV;248320
oxuns;nom;;VCVCC;248321
oyera;adj;;VVVCV;248327
pacas;adj;;CVCVC;248351
pacha;nom;;CVCCV;248355
paera;adj;;CVVCV;248462
paera;nom;;CVVCV;248463
pagal;adj;;CVCVC;248469
pagãs;nom;;CVCVC;248492
paida;adj;;CVVCV;248522
paide;nom;;CVVCV;248523
païen;nom;;CVVVC;248526
paíes;nom;;CVVVC;248527
pairs;nom;;CVVCC;248544
paísé;nom;;CVVCV;248558
pai-y;nom;;CVV-V;248580
palm-;nom;;CVCC-;248690
palno;nom;;CVCCV;248708
palos;nom;;CVCVC;248712
palsy;nom;;CVCCV;248729
panic;nom;;CVCVC;248809
pá-pá;nom;;CV-CV;248862
paper;ver;;CVCVC;248918
papua;nom;;CVCVV;248936
papúa;nom;;CVCVV;248937
parce;nom;;CVCCV;249165
parco;adj;;CVCCV;249189
parea;adj;;CVCVV;249199
pared;nom;;CVCVC;249221
parkt;nom;;CVCCC;249268
parle;nom;;CVCCV;249285
parma;adj;;CVCCV;249292
parsa;adj;;CVCCV;249355
partr;nom;;CVCCC;249479
parva;nom;;CVCCV;249484
parvo;nom;;CVCCV;249486
pasar;adj;;CVCVC;249495
pasas;nom;;CVCVC;249498
pases;nom;;CVCVC;249508
pasos;nom;;CVCVC;249519
passo;adj;;CVCCV;249603
passo;adv;;CVCCV;249604
pater;nom;;CVCVC;249684
pater;ver;;CVCVC;249685
patto;adj;;CVCCV;249783
pauis;nom;;CVVVC;249796
paula;adj;;CVVCV;249797
paulo;num;;CVVCV;249808
paura;nom;;CVVCV;249817
pavês;nom;;CVCVC;249836
pavoa;nom;;CVCVV;249846
pazer;nom;;CVCVC;249857
pazzo;nom;;CVCCV;249861
pçaís;nom;;CCVVC;249864
peals;adj;;CVVCC;249885
pecos;nom;;CVCVC;249970
peder;nom;;CVCVC;250032
pédio;nom;;CVCVV;250053
pedro;nom;;CVCCV;250082
peers;nom;;CVVCC;250100
pegos;nom;;CVCVC;250137
peine;nom;;CVVCV;250152
pejos;nom;;CVCVC;250181
pekan;nom;;CVCVC;250184
pelão;nom;;CVCVV;250196
pelar;ver;;CVCVC;250199
pelas;gram;prp+pers;CVCVC;250200
pelea;adj;;CVCVV;250203
pelle;nom;;CVCCV;250231
pelor;nom;;CVCVC;250248
pemba;adj;;CVCCV;250267
pemón;nom;;CVCVC;250271
penes;nom;;CVCVC;250326
peolo;nom;;CVVCV;250421
pepeu;nom;;CVCVV;250431
peplo;nom;;CVCCV;250434
perar;ver;;CVCVC;250474
perce;nom;;CVCCV;250486
perch;nom;;CVCCC;250511
perde;nom;;CVCCV;250557
peril;adj;;CVCVC;250768
perío;nom;;CVCVV;250774
perle;nom;;CVCCV;250801
pêros;nom;;CVCVC;250896
pesde;nom;;CVCCV;251139
peso-;nom;;CVCV-;251152
petas;nom;;CVCVC;251269
péter;nom;;CVCVC;251279
petim;nom;;CVCVC;251288
pever;ver;;CVCVC;251335
pezão;adj;;CVCVV;251341
pezão;nom;;CVCVV;251342
pháne;nom;;CCVCV;251355
phìma;adj;;CCVCV;251375
photo;nom;;CCVCV;251382
pidão;adj;;CVCVV;251481
piéce;nom;;CVVCV;251485
pied-;nom;;CVVC-;251488
pieds;nom;;CVVCC;251491
pierc;nom;;CVVCC;251495
piers;nom;;CVVCC;251498
píers;nom;;CVVCC;251499
pifar;ver;;CVCVC;251509
pilar;ver;;CVCVC;251528
pilos;nom;;CVCVC;251543
pinko;adj;;CVCCV;251636
pinko;nom;;CVCCV;251637
pinup;nom;;CVCVC;251678
piões;nom;;CVVVC;251680
piola;nom;;CVVCV;251681
piquê;nom;;CVCVV;251710
pirex;nom;;CVCVC;251745
piruá;nom;;CVCVV;251778
pital;nom;;CVCVC;251836
pítia;nom;;CVCVV;251840
piúva;nom;;CVVCV;251858
pivot;nom;;CVCVC;251859
plaft;nom;;CCVCC;251885
plaha;nom;;CCVCV;251895
playa;adj;;CCVVV;252013
plaza;adj;;CCVCV;252027
plaza;nom;;CCVCV;252028
plebs;nom;;CCVCC;252034
pléon;nom;;CCVVC;252053
pleos;nom;;CCVVC;252054
pleut;nom;;CCVVC;252065
plexo;nom;;CCVCV;252067
plomb;nom;;CCVCC;252079
pluft;nom;;CCVCC;252087
plume;nom;;CCVCV;252099
pocas;nom;;CVCVC;252163
pocus;nom;;CVCVC;252177
podia;nom;;CVCVV;252218
podio;nom;;CVCVV;252224
podle;nom;;CVCCV;252225
poème;nom;;CVVCV;252251
poems;nom;;CVVCC;252255
poial;nom;;CVVVC;252296
poiar;nom;;CVVVC;252297
polen;nom;;CVCVC;252344
polka;nom;;CVCCV;252540
pollo;nom;;CVCCV;252541
poner;nom;;CVCVC;252620
pongo;nom;;CVCCV;252623
ponos;nom;;CVCVC;252633
pooll;nom;;CVVCC;252704
por15;nom;;CVCNN;252755
pôrno;adj;;CVCCV;252811
porqu;nom;;CVCCV;252838
porró;nom;;CVCCV;252857
porto;adj;;CVCCV;252933
por-u;gram;prp+n;CVC-V;252954
porum;nom;;CVCVC;252955
posso;nom;;CVCCV;253238
pound;nom;;CVVCC;253368
pours;nom;;CVVCC;253406
povas;nom;;CVCVC;253420
ppaís;nom;;CCVVC;253438
praiá;nom;;CCVVV;253473
prais;adj;;CCVVC;253494
prara;adj;;CCVCV;253511
prças;nom;;CCCVC;253562
pre-¬;gram;ec+pu;CCV-P;253568
preco;nom;;CCVCV;253708
prejú;nom;;CCVCV;254013
pret-;nom;;CCVC-;254496
prét-;nom;;CCVC-;254497
prete;nom;;CCVCV;254507
pride;nom;;CCVCV;254652
prime;nom;;CCVCV;254671
príon;nom;;CCVVC;254778
prisã;nom;;CCVCV;254798
proas;nom;;CCVVC;254872
proc.;nom;;CCVCP;254913
prósa;nom;;CCVCV;255703
proto;adj;;CCVCV;255850
proud;nom;;CCVVC;255894
próxi;nom;;CCVCV;256005
proxy;nom;;CCVCV;256017
prupo;nom;;CCVCV;256041
psaga;adj;;CCVCV;256043
puááá;nom;;CVVVV;256274
puçás;nom;;CVCVC;256325
pucha;adj;;CVCCV;256327
puída;adj;;CVVCV;256361
puído;adj;;CVVCV;256362
pules;nom;;CVCVC;256389
punga;nom;;CVCCV;256427
punto;nom;;CVCCV;256466
putsh;nom;;CVCCC;256536
puxca;adj;;CVCCV;256556
qinta;nom;;CVCCV;256575
qlama;nom;;CCVCV;256576
qquer;nom;;CCVVC;256581
quadr;nom;;CVVCC;256585
quaes;gram;det;CVVVC;256651
quais;gram;in;CVVVC;256657
quala;adj;;CVVCV;256659
qualé;nom;;CVVCV;256660
quaro;nom;;CVVCV;256767
quart;nom;;CVVCC;256768
quato;nom;;CVVCV;256867
quedó;adj;;CVVCV;256959
queia;nom;;CVVVV;256971
queos;nom;;CVVVC;257062
quér-;gram;kc;CVVC-;257068
querm;nom;;CVVCC;257113
queso;adj;;CVVCV;257134
que-y;nom;;CVV-V;257172
quién;nom;;CVVVC;257190
quilt;nom;;CVVCC;257208
quipe;nom;;CVVCV;257260
qundo;nom;;CVCCV;257321
qutro;nom;;CVCCV;257337
râble;nom;;CVCCV;257358
rachá;nom;;CVCCV;257372
ragas;nom;;CVCVC;257510
raise;nom;;CVVCV;257540
ralho;nom;;CVCCV;257566
ramis;adj;;CVCVC;257594
rango;adj;;CVCCV;257616
rango;nom;;CVCCV;257617
ranho;nom;;CVCCV;257621
raper;nom;;CVCVC;257649
ratão;adj;;CVCVV;257757
ratão;nom;;CVCVV;257758
ratio;nom;;CVCVV;257781
raver;nom;;CVCVC;257793
raves;adj;;CVCVC;257795
rayos;adj;;CVVVC;257800
rayos;nom;;CVVVC;257801
razer;nom;;CVCVC;257806
razia;nom;;CVCVV;257807
reaia;nom;;CVVVV;257937
realo;nom;;CVVCV;258025
reavê;nom;;CVVCV;258173
rebus;nom;;CVCVC;258270
recer;ver;;CVCVC;258575
receu;nom;;CVCVV;258580
reços;nom;;CVCVC;258906
recto;nom;;CVCCV;258956
recúo;nom;;CVCVV;258965
redil;nom;;CVCVC;259087
refis;nom;;CVCVC;259466
refle;nom;;CVCCV;259471
regla;adj;;CVCCV;259718
regos;nom;;CVCVC;259723
reis-;nom;;CVVC-;259930
reito;nom;;CVVCV;259943
reixa;nom;;CVVCV;259975
relto;nom;;CVCCV;260156
renda;adj;;CVCCV;260371
rente;gram;prp;CVCCV;260450
repôr;ver;;CVCVC;260685
resfr;nom;;CVCCC;261012
reúbe;nom;;CVVCV;261730
reúme;nom;;CVVCV;261734
rèves;nom;;CVCVC;261862
rgião;nom;;CCVVV;262039
rgras;nom;;CCCVC;262040
rhytm;nom;;CCVCC;262050
